K,Algoritmo,Rep,Custo_Total,Impacto_Ambiental,Tempo_Total_Segundos
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,702.636212,3.077552,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,1908.300296,2.763747,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,702.636212,3.077552,1383.951
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,1360.188362,2.786867,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,674.108059,3.365272,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,674.108059,3.365272,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,674.077936,3.398408,1383.951
2,MOPSO,2,2228.172574,2.759813,1383.951
2,MOPSO,2,1360.188362,2.786867,1383.951
2,MOPSO,2,1653.608618,2.783685,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,1908.300296,2.763747,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,928.058502,2.815344,1383.951
2,MOPSO,2,1360.188362,2.786867,1383.951
2,MOPSO,2,2449.390879,2.743369,1383.951
2,MOPSO,2,728.514144,2.818691,1383.951
2,MOPSO,2,1435.768579,2.786070,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,1908.300296,2.763747,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,669.314164,3.809431,1383.951
2,MOPSO,2,674.077936,3.398408,1383.951
2,MOPSO,2,699.758149,3.202388,1383.951
2,MOPSO,2,2449.390879,2.743369,1383.951
2,MOPSO,2,1360.188362,2.786867,1383.951
2,MOPSO,2,928.058502,2.815344,1383.951
2,MOPSO,2,2228.172574,2.759813,1383.951
2,MOPSO,2,674.077936,3.398408,1383.951
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1956.472747,2.754354,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1956.472747,2.754354,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,702.636212,3.077552,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,738.753547,2.817503,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,738.753547,2.817503,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,674.108059,3.365272,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,669.314164,3.809431,1394.113
2,MOPSO,3,669.090550,7.421060,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,2449.390879,2.743369,1394.113
2,MOPSO,3,1083.160027,2.792510,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,728.514144,2.818691,1394.113
2,MOPSO,3,1908.300296,2.763747,1394.113
2,MOPSO,3,928.058502,2.815344,1394.113
2,MOPSO,3,1274.770146,2.779377,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
2,MOPSO,3,699.758149,3.202388,1394.113
